Voting_Preference,State_Code_FIPS,Year_of_Study,Thermometer_Liberals,Thermometer_Conservatives,Thermometer_Gays_and_Lesbians,Thermometer_Feminists
Democrat,36.0,2004,85.0,40.0,85.0,70.0
Democrat,17.0,2004,60.0,15.0,50.0,60.0
Democrat,51.0,2004,40.0,70.0,30.0,50.0
Democrat,8.0,2004,85.0,0.0,70.0,85.0
Democrat,55.0,2004,60.0,30.0,85.0,70.0
Democrat,51.0,2004,85.0,40.0,97.0,85.0
Republican,48.0,2004,15.0,85.0,30.0,30.0
Democrat,42.0,2004,50.0,50.0,70.0,0.0
Did not vote,22.0,2004,98.0,50.0,0.0,50.0
Democrat,36.0,2004,50.0,50.0,70.0,70.0
Did not vote,6.0,2004,99.0,99.0,99.0,99.0
Republican,34.0,2004,60.0,60.0,50.0,50.0
Did not vote,49.0,2004,99.0,99.0,99.0,99.0
Democrat,51.0,2004,50.0,50.0,50.0,50.0
Did not vote,22.0,2004,99.0,99.0,99.0,99.0
Did not vote,49.0,2004,99.0,99.0,99.0,99.0
Republican,24.0,2004,30.0,85.0,70.0,15.0
Did not vote,34.0,2004,99.0,99.0,99.0,99.0
Republican,12.0,2004,50.0,50.0,60.0,50.0
Did not vote,51.0,2004,40.0,50.0,0.0,15.0
Republican,22.0,2004,30.0,30.0,50.0,30.0
Did not vote,27.0,2004,99.0,99.0,99.0,99.0
Republican,53.0,2004,40.0,50.0,40.0,50.0
Democrat,17.0,2004,80.0,30.0,80.0,70.0
Democrat,9.0,2004,98.0,98.0,30.0,98.0
Did not vote,49.0,2004,99.0,99.0,99.0,99.0
Did not vote,48.0,2004,50.0,98.0,0.0,98.0
Democrat,55.0,2004,30.0,70.0,50.0,85.0
Did not vote,47.0,2004,98.0,98.0,0.0,97.0
Democrat,36.0,2004,0.0,70.0,40.0,85.0
Republican,9.0,2004,50.0,70.0,50.0,0.0
Did not vote,48.0,2004,99.0,99.0,99.0,99.0
Did not vote,29.0,2004,99.0,99.0,99.0,99.0
Did not vote,17.0,2004,99.0,99.0,99.0,99.0
Republican,1.0,2004,40.0,60.0,0.0,40.0
Republican,33.0,2004,50.0,50.0,50.0,50.0
Republican,18.0,2004,40.0,60.0,50.0,40.0
Did not vote,34.0,2004,50.0,50.0,50.0,70.0
Republican,26.0,2004,60.0,70.0,40.0,70.0
Democrat,55.0,2004,85.0,60.0,70.0,70.0
Democrat,22.0,2004,70.0,15.0,60.0,70.0
Did not vote,25.0,2004,70.0,40.0,70.0,40.0
Democrat,36.0,2004,70.0,0.0,50.0,60.0
Republican,27.0,2004,30.0,85.0,30.0,30.0
Republican,6.0,2004,50.0,60.0,50.0,50.0
Republican,29.0,2004,50.0,50.0,30.0,50.0
Republican,26.0,2004,40.0,70.0,15.0,30.0
Republican,19.0,2004,50.0,60.0,50.0,50.0
Democrat,48.0,2004,60.0,85.0,0.0,85.0
Did not vote,36.0,2004,99.0,99.0,99.0,99.0
Did not vote,22.0,2004,70.0,70.0,70.0,85.0
Republican,29.0,2004,10.0,60.0,10.0,60.0
Republican,12.0,2004,50.0,50.0,50.0,50.0
Republican,51.0,2004,98.0,98.0,40.0,50.0
Democrat,55.0,2004,50.0,50.0,50.0,50.0
Did not vote,6.0,2004,70.0,60.0,30.0,98.0
Democrat,19.0,2004,60.0,40.0,40.0,30.0
Democrat,55.0,2004,70.0,50.0,50.0,30.0
Democrat,29.0,2004,60.0,50.0,50.0,50.0
Republican,41.0,2004,40.0,50.0,40.0,15.0
Democrat,33.0,2004,97.0,70.0,97.0,97.0
Democrat,25.0,2004,50.0,50.0,50.0,70.0
Democrat,6.0,2004,15.0,15.0,98.0,85.0
Republican,6.0,2004,40.0,85.0,40.0,40.0
Republican,55.0,2004,70.0,70.0,40.0,70.0
Did not vote,1.0,2004,97.0,97.0,0.0,97.0
Democrat,6.0,2004,50.0,50.0,50.0,50.0
Republican,34.0,2004,98.0,50.0,60.0,30.0
Republican,27.0,2004,85.0,85.0,50.0,85.0
Democrat,1.0,2004,50.0,50.0,50.0,40.0
Democrat,24.0,2004,60.0,60.0,50.0,70.0
Democrat,8.0,2004,85.0,40.0,70.0,70.0
Did not vote,55.0,2004,15.0,60.0,0.0,40.0
Democrat,36.0,2004,60.0,70.0,70.0,60.0
Republican,5.0,2004,30.0,70.0,99.0,30.0
Republican,48.0,2004,50.0,50.0,0.0,50.0
Did not vote,22.0,2004,99.0,99.0,99.0,99.0
Democrat,1.0,2004,60.0,60.0,40.0,50.0
Did not vote,13.0,2004,85.0,85.0,70.0,70.0
Republican,6.0,2004,30.0,70.0,50.0,50.0
Did not vote,17.0,2004,85.0,40.0,97.0,85.0
Did not vote,5.0,2004,50.0,20.0,50.0,60.0
Republican,26.0,2004,60.0,85.0,50.0,30.0
Democrat,6.0,2004,40.0,98.0,70.0,70.0
Republican,12.0,2004,40.0,50.0,70.0,15.0
Republican,6.0,2004,50.0,50.0,50.0,30.0
Did not vote,36.0,2004,50.0,50.0,50.0,50.0
Republican,24.0,2004,15.0,60.0,0.0,40.0
Republican,48.0,2004,85.0,85.0,97.0,97.0
Republican,1.0,2004,50.0,70.0,98.0,98.0
Did not vote,51.0,2004,50.0,50.0,50.0,40.0
Democrat,47.0,2004,50.0,70.0,50.0,50.0
Democrat,51.0,2004,50.0,60.0,0.0,70.0
Did not vote,1.0,2004,99.0,99.0,99.0,99.0
Democrat,51.0,2004,70.0,40.0,70.0,50.0
Republican,36.0,2004,10.0,97.0,50.0,30.0
Democrat,13.0,2004,98.0,98.0,0.0,98.0
Republican,12.0,2004,50.0,50.0,50.0,50.0
Republican,51.0,2004,50.0,50.0,50.0,50.0
Did not vote,29.0,2004,50.0,50.0,50.0,50.0
Democrat,27.0,2004,50.0,50.0,50.0,50.0
Republican,53.0,2004,40.0,97.0,50.0,30.0
Democrat,39.0,2004,60.0,40.0,70.0,50.0
Democrat,51.0,2004,70.0,20.0,50.0,50.0
Democrat,22.0,2004,60.0,70.0,50.0,60.0
Did not vote,27.0,2004,50.0,50.0,50.0,50.0
Democrat,22.0,2004,40.0,40.0,0.0,40.0
Democrat,1.0,2004,97.0,70.0,0.0,50.0
Republican,49.0,2004,50.0,60.0,50.0,60.0
Republican,26.0,2004,50.0,60.0,30.0,50.0
Democrat,26.0,2004,60.0,60.0,30.0,50.0
Did not vote,51.0,2004,60.0,60.0,60.0,0.0
Did not vote,34.0,2004,60.0,60.0,15.0,50.0
Major Third Party,6.0,2004,40.0,60.0,70.0,60.0
Did not vote,36.0,2004,40.0,30.0,40.0,60.0
Republican,41.0,2004,70.0,70.0,50.0,70.0
Did not vote,12.0,2004,98.0,98.0,30.0,60.0
Democrat,34.0,2004,70.0,50.0,50.0,50.0
Democrat,48.0,2004,70.0,40.0,70.0,70.0
Republican,18.0,2004,50.0,30.0,60.0,50.0
Republican,36.0,2004,75.0,97.0,3.0,3.0
Did not vote,27.0,2004,85.0,50.0,50.0,70.0
Democrat,5.0,2004,60.0,40.0,50.0,40.0
Republican,51.0,2004,40.0,60.0,97.0,15.0
Democrat,47.0,2004,70.0,70.0,0.0,70.0
Democrat,18.0,2004,50.0,50.0,85.0,85.0
Democrat,49.0,2004,40.0,50.0,50.0,50.0
Republican,8.0,2004,50.0,70.0,50.0,70.0
Did not vote,12.0,2004,70.0,60.0,50.0,50.0
Did not vote,1.0,2004,50.0,50.0,30.0,60.0
Did not vote,1.0,2004,50.0,50.0,50.0,50.0
Republican,47.0,2004,95.0,88.0,75.0,90.0
Republican,33.0,2004,40.0,70.0,50.0,60.0
Did not vote,48.0,2004,40.0,70.0,15.0,40.0
Democrat,12.0,2004,50.0,98.0,0.0,50.0
Democrat,19.0,2004,97.0,30.0,85.0,85.0
Democrat,41.0,2004,60.0,40.0,70.0,60.0
Did not vote,1.0,2004,50.0,98.0,50.0,70.0
Republican,6.0,2004,30.0,30.0,50.0,50.0
Democrat,48.0,2004,50.0,40.0,0.0,75.0
Democrat,55.0,2004,50.0,60.0,50.0,50.0
Did not vote,1.0,2004,99.0,99.0,99.0,99.0
Republican,51.0,2004,45.0,50.0,50.0,55.0
Did not vote,53.0,2004,98.0,98.0,70.0,70.0
Republican,51.0,2004,0.0,97.0,0.0,0.0
Democrat,34.0,2004,70.0,30.0,50.0,85.0
Republican,8.0,2004,40.0,60.0,40.0,50.0
Did not vote,25.0,2004,99.0,99.0,99.0,99.0
Democrat,6.0,2004,50.0,50.0,50.0,50.0
Did not vote,36.0,2004,50.0,50.0,50.0,65.0
Democrat,1.0,2004,60.0,97.0,70.0,70.0
Republican,39.0,2004,70.0,70.0,40.0,70.0
Democrat,26.0,2004,50.0,60.0,30.0,70.0
Did not vote,36.0,2004,99.0,99.0,99.0,99.0
Democrat,42.0,2004,50.0,70.0,0.0,50.0
Democrat,27.0,2004,50.0,50.0,30.0,40.0
Republican,18.0,2004,50.0,50.0,50.0,15.0
Republican,48.0,2004,40.0,60.0,50.0,60.0
Did not vote,36.0,2004,99.0,99.0,99.0,99.0
Democrat,39.0,2004,50.0,80.0,70.0,65.0
Did not vote,24.0,2004,50.0,50.0,15.0,50.0
Democrat,39.0,2004,97.0,40.0,85.0,97.0
refused to say,36.0,2002,98.0,98.0,50.0,25.0
refused to say,18.0,2002,90.0,60.0,50.0,50.0
refused to say,39.0,2002,50.0,45.0,25.0,35.0
refused to say,34.0,2002,40.0,60.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,30.0,70.0,70.0,40.0
refused to say,13.0,2002,5.0,90.0,30.0,20.0
refused to say,42.0,2002,40.0,50.0,50.0,35.0
refused to say,6.0,2002,50.0,55.0,50.0,50.0
refused to say,51.0,2002,50.0,50.0,20.0,40.0
refused to say,48.0,2002,40.0,40.0,20.0,20.0
refused to say,48.0,2002,85.0,70.0,60.0,50.0
refused to say,27.0,2002,80.0,60.0,80.0,80.0
refused to say,47.0,2002,50.0,85.0,50.0,50.0
refused to say,25.0,2002,30.0,70.0,98.0,30.0
refused to say,36.0,2002,65.0,60.0,40.0,65.0
refused to say,48.0,2002,60.0,50.0,50.0,50.0
refused to say,12.0,2002,75.0,25.0,50.0,65.0
refused to say,6.0,2002,20.0,90.0,40.0,40.0
refused to say,17.0,2002,40.0,70.0,0.0,0.0
refused to say,13.0,2002,50.0,65.0,50.0,65.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,40.0,20.0,20.0,10.0
refused to say,22.0,2002,65.0,70.0,70.0,60.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,24.0,2002,25.0,75.0,1.0,25.0
refused to say,40.0,2002,50.0,50.0,30.0,30.0
refused to say,12.0,2002,50.0,50.0,50.0,50.0
refused to say,6.0,2002,49.0,49.0,20.0,51.0
refused to say,17.0,2002,70.0,40.0,80.0,60.0
refused to say,9.0,2002,30.0,80.0,0.0,20.0
refused to say,48.0,2002,20.0,90.0,10.0,5.0
refused to say,25.0,2002,60.0,60.0,50.0,70.0
refused to say,42.0,2002,75.0,75.0,50.0,50.0
refused to say,37.0,2002,20.0,80.0,10.0,30.0
refused to say,34.0,2002,70.0,70.0,70.0,70.0
refused to say,42.0,2002,25.0,50.0,50.0,25.0
refused to say,51.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,65.0,40.0,40.0,40.0
refused to say,48.0,2002,10.0,95.0,50.0,50.0
refused to say,12.0,2002,70.0,50.0,60.0,50.0
refused to say,40.0,2002,5.0,85.0,0.0,10.0
refused to say,24.0,2002,60.0,90.0,0.0,48.0
refused to say,54.0,2002,50.0,50.0,40.0,97.0
refused to say,34.0,2002,60.0,15.0,85.0,90.0
refused to say,26.0,2002,80.0,60.0,60.0,97.0
refused to say,36.0,2002,20.0,90.0,20.0,25.0
refused to say,36.0,2002,50.0,60.0,98.0,90.0
refused to say,48.0,2002,30.0,80.0,97.0,90.0
refused to say,55.0,2002,50.0,50.0,60.0,55.0
refused to say,55.0,2002,50.0,50.0,97.0,97.0
refused to say,28.0,2002,80.0,40.0,70.0,50.0
refused to say,47.0,2002,99.0,99.0,99.0,99.0
refused to say,12.0,2002,45.0,60.0,0.0,55.0
refused to say,17.0,2002,50.0,50.0,50.0,50.0
refused to say,55.0,2002,50.0,30.0,10.0,20.0
refused to say,5.0,2002,75.0,75.0,0.0,50.0
refused to say,53.0,2002,50.0,25.0,50.0,50.0
refused to say,6.0,2002,60.0,40.0,50.0,10.0
refused to say,26.0,2002,50.0,50.0,98.0,98.0
refused to say,48.0,2002,30.0,90.0,0.0,50.0
refused to say,21.0,2002,75.0,50.0,98.0,98.0
refused to say,36.0,2002,40.0,10.0,50.0,25.0
refused to say,20.0,2002,50.0,85.0,50.0,25.0
refused to say,48.0,2002,40.0,50.0,50.0,50.0
refused to say,39.0,2002,97.0,97.0,97.0,97.0
refused to say,17.0,2002,50.0,50.0,20.0,50.0
refused to say,26.0,2002,60.0,60.0,30.0,30.0
refused to say,12.0,2002,98.0,70.0,98.0,98.0
refused to say,29.0,2002,50.0,50.0,50.0,40.0
refused to say,1.0,2002,98.0,98.0,50.0,98.0
refused to say,1.0,2002,55.0,80.0,98.0,80.0
refused to say,41.0,2002,50.0,50.0,50.0,50.0
refused to say,47.0,2002,70.0,70.0,50.0,80.0
refused to say,47.0,2002,40.0,30.0,50.0,55.0
refused to say,34.0,2002,75.0,65.0,90.0,80.0
refused to say,45.0,2002,40.0,40.0,50.0,30.0
refused to say,17.0,2002,60.0,60.0,40.0,50.0
refused to say,55.0,2002,50.0,70.0,60.0,60.0
refused to say,29.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,60.0,60.0,30.0,40.0
refused to say,48.0,2002,50.0,50.0,10.0,50.0
refused to say,37.0,2002,40.0,40.0,60.0,60.0
refused to say,40.0,2002,20.0,60.0,50.0,50.0
refused to say,26.0,2002,50.0,50.0,0.0,25.0
refused to say,24.0,2002,30.0,75.0,50.0,55.0
refused to say,4.0,2002,50.0,50.0,50.0,30.0
refused to say,48.0,2002,60.0,50.0,80.0,80.0
refused to say,48.0,2002,50.0,70.0,50.0,98.0
refused to say,12.0,2002,40.0,60.0,45.0,98.0
refused to say,19.0,2002,15.0,85.0,99.0,49.0
refused to say,51.0,2002,40.0,40.0,5.0,40.0
refused to say,10.0,2002,50.0,60.0,60.0,60.0
refused to say,37.0,2002,50.0,50.0,50.0,50.0
refused to say,48.0,2002,75.0,70.0,45.0,65.0
refused to say,17.0,2002,50.0,85.0,50.0,50.0
refused to say,51.0,2002,20.0,95.0,99.0,40.0
refused to say,48.0,2002,60.0,40.0,50.0,50.0
refused to say,27.0,2002,85.0,85.0,97.0,85.0
refused to say,47.0,2002,65.0,50.0,30.0,65.0
refused to say,6.0,2002,50.0,50.0,50.0,50.0
refused to say,48.0,2002,65.0,90.0,30.0,75.0
refused to say,24.0,2002,50.0,75.0,50.0,50.0
refused to say,27.0,2002,50.0,50.0,50.0,40.0
refused to say,36.0,2002,70.0,60.0,10.0,70.0
refused to say,45.0,2002,50.0,50.0,50.0,40.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,17.0,2002,50.0,50.0,50.0,40.0
refused to say,54.0,2002,80.0,97.0,50.0,70.0
refused to say,36.0,2002,40.0,50.0,40.0,75.0
refused to say,24.0,2002,60.0,60.0,80.0,70.0
refused to say,8.0,2002,50.0,50.0,50.0,50.0
refused to say,49.0,2002,40.0,50.0,10.0,20.0
refused to say,22.0,2002,97.0,97.0,80.0,97.0
refused to say,34.0,2002,35.0,45.0,50.0,75.0
refused to say,19.0,2002,40.0,50.0,0.0,25.0
refused to say,17.0,2002,50.0,50.0,50.0,40.0
refused to say,27.0,2002,50.0,50.0,40.0,50.0
refused to say,51.0,2002,0.0,50.0,50.0,70.0
refused to say,36.0,2002,50.0,60.0,50.0,60.0
refused to say,55.0,2002,70.0,50.0,80.0,80.0
refused to say,41.0,2002,60.0,60.0,60.0,60.0
refused to say,25.0,2002,99.0,99.0,99.0,99.0
refused to say,20.0,2002,10.0,60.0,0.0,10.0
refused to say,39.0,2002,55.0,75.0,70.0,60.0
refused to say,20.0,2002,55.0,45.0,50.0,50.0
refused to say,53.0,2002,20.0,50.0,20.0,15.0
refused to say,41.0,2002,97.0,0.0,0.0,0.0
refused to say,53.0,2002,63.0,43.0,80.0,75.0
refused to say,36.0,2002,40.0,40.0,40.0,50.0
refused to say,26.0,2002,40.0,75.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,5.0,2002,50.0,50.0,0.0,50.0
refused to say,47.0,2002,99.0,99.0,99.0,99.0
refused to say,39.0,2002,50.0,75.0,50.0,50.0
refused to say,12.0,2002,25.0,50.0,50.0,50.0
refused to say,5.0,2002,50.0,50.0,10.0,50.0
refused to say,8.0,2002,90.0,90.0,80.0,60.0
refused to say,39.0,2002,15.0,95.0,50.0,40.0
refused to say,6.0,2002,80.0,90.0,97.0,90.0
refused to say,26.0,2002,49.0,51.0,1.0,0.0
refused to say,6.0,2002,20.0,70.0,50.0,20.0
refused to say,26.0,2002,99.0,99.0,99.0,99.0
refused to say,18.0,2002,40.0,50.0,98.0,60.0
refused to say,20.0,2002,50.0,75.0,75.0,75.0
refused to say,1.0,2002,40.0,80.0,80.0,50.0
refused to say,13.0,2002,10.0,97.0,0.0,40.0
refused to say,6.0,2002,50.0,60.0,50.0,30.0
refused to say,4.0,2002,50.0,65.0,50.0,50.0
refused to say,37.0,2002,50.0,50.0,50.0,40.0
refused to say,39.0,2002,75.0,45.0,50.0,60.0
refused to say,48.0,2002,0.0,85.0,98.0,0.0
refused to say,18.0,2002,50.0,50.0,50.0,50.0
refused to say,11.0,2002,10.0,75.0,30.0,45.0
refused to say,48.0,2002,50.0,50.0,75.0,75.0
refused to say,39.0,2002,50.0,50.0,50.0,50.0
refused to say,17.0,2002,80.0,50.0,50.0,50.0
refused to say,8.0,2002,50.0,50.0,50.0,50.0
refused to say,55.0,2002,70.0,80.0,75.0,75.0
refused to say,37.0,2002,50.0,50.0,50.0,45.0
refused to say,17.0,2002,50.0,70.0,75.0,75.0
refused to say,6.0,2002,40.0,80.0,50.0,50.0
refused to say,55.0,2002,50.0,50.0,5.0,5.0
refused to say,19.0,2002,65.0,75.0,50.0,75.0
refused to say,18.0,2002,35.0,95.0,20.0,20.0
refused to say,37.0,2002,60.0,60.0,10.0,70.0
refused to say,39.0,2002,85.0,3.0,97.0,97.0
refused to say,18.0,2002,99.0,99.0,99.0,99.0
refused to say,24.0,2002,55.0,75.0,40.0,40.0
refused to say,12.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,8.0,2002,70.0,70.0,60.0,80.0
refused to say,17.0,2002,50.0,50.0,97.0,75.0
refused to say,25.0,2002,75.0,50.0,50.0,50.0
refused to say,36.0,2002,50.0,50.0,50.0,50.0
refused to say,55.0,2002,25.0,80.0,10.0,40.0
refused to say,39.0,2002,99.0,99.0,99.0,99.0
refused to say,5.0,2002,50.0,50.0,1.0,98.0
refused to say,27.0,2002,30.0,40.0,20.0,50.0
refused to say,26.0,2002,40.0,40.0,50.0,98.0
refused to say,33.0,2002,99.0,99.0,99.0,99.0
refused to say,13.0,2002,40.0,60.0,58.0,40.0
refused to say,6.0,2002,75.0,65.0,65.0,85.0
refused to say,16.0,2002,50.0,80.0,50.0,70.0
refused to say,39.0,2002,10.0,75.0,50.0,5.0
refused to say,34.0,2002,80.0,30.0,75.0,70.0
refused to say,12.0,2002,25.0,0.0,75.0,75.0
refused to say,49.0,2002,50.0,50.0,50.0,50.0
refused to say,39.0,2002,98.0,98.0,0.0,98.0
refused to say,9.0,2002,50.0,70.0,50.0,50.0
refused to say,9.0,2002,25.0,70.0,50.0,50.0
refused to say,26.0,2002,60.0,70.0,50.0,60.0
refused to say,34.0,2002,40.0,60.0,50.0,45.0
refused to say,24.0,2002,50.0,50.0,50.0,60.0
refused to say,8.0,2002,50.0,40.0,50.0,50.0
refused to say,25.0,2002,70.0,50.0,98.0,98.0
refused to say,12.0,2002,60.0,60.0,50.0,30.0
refused to say,19.0,2002,50.0,70.0,0.0,50.0
refused to say,49.0,2002,90.0,50.0,50.0,60.0
refused to say,40.0,2002,50.0,50.0,50.0,65.0
refused to say,6.0,2002,50.0,50.0,97.0,90.0
refused to say,12.0,2002,85.0,85.0,85.0,60.0
refused to say,55.0,2002,75.0,50.0,98.0,95.0
refused to say,26.0,2002,40.0,90.0,50.0,30.0
refused to say,8.0,2002,50.0,55.0,90.0,80.0
refused to say,41.0,2002,50.0,75.0,25.0,25.0
refused to say,45.0,2002,98.0,80.0,1.0,1.0
refused to say,36.0,2002,20.0,60.0,30.0,50.0
refused to say,51.0,2002,50.0,60.0,99.0,30.0
refused to say,26.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,70.0,37.0,50.0,50.0
refused to say,42.0,2002,50.0,75.0,60.0,60.0
refused to say,23.0,2002,70.0,50.0,60.0,70.0
refused to say,6.0,2002,51.0,50.0,50.0,49.0
refused to say,27.0,2002,50.0,50.0,50.0,50.0
refused to say,6.0,2002,20.0,30.0,0.0,30.0
refused to say,8.0,2002,30.0,50.0,50.0,50.0
refused to say,17.0,2002,0.0,50.0,20.0,98.0
refused to say,17.0,2002,50.0,65.0,50.0,50.0
refused to say,39.0,2002,75.0,75.0,85.0,70.0
refused to say,6.0,2002,51.0,48.0,50.0,55.0
refused to say,45.0,2002,80.0,40.0,70.0,90.0
refused to say,12.0,2002,75.0,75.0,97.0,97.0
refused to say,12.0,2002,50.0,50.0,50.0,40.0
refused to say,36.0,2002,40.0,70.0,70.0,60.0
refused to say,16.0,2002,10.0,10.0,10.0,10.0
refused to say,17.0,2002,50.0,30.0,97.0,97.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,53.0,2002,20.0,75.0,20.0,50.0
refused to say,4.0,2002,50.0,50.0,90.0,40.0
refused to say,6.0,2002,50.0,60.0,50.0,40.0
refused to say,22.0,2002,35.0,25.0,5.0,5.0
refused to say,55.0,2002,50.0,90.0,45.0,50.0
refused to say,12.0,2002,65.0,30.0,50.0,50.0
refused to say,45.0,2002,25.0,25.0,0.0,15.0
refused to say,18.0,2002,50.0,30.0,50.0,50.0
refused to say,55.0,2002,50.0,50.0,50.0,75.0
refused to say,6.0,2002,50.0,50.0,60.0,50.0
refused to say,55.0,2002,0.0,80.0,0.0,0.0
refused to say,18.0,2002,50.0,75.0,50.0,50.0
refused to say,6.0,2002,60.0,60.0,80.0,70.0
refused to say,53.0,2002,40.0,60.0,60.0,75.0
refused to say,41.0,2002,75.0,33.0,50.0,66.0
refused to say,49.0,2002,50.0,60.0,50.0,60.0
refused to say,17.0,2002,50.0,50.0,55.0,40.0
refused to say,39.0,2002,50.0,50.0,70.0,50.0
refused to say,21.0,2002,50.0,75.0,40.0,40.0
refused to say,33.0,2002,60.0,40.0,50.0,80.0
refused to say,17.0,2002,50.0,70.0,60.0,40.0
refused to say,39.0,2002,40.0,60.0,20.0,40.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,12.0,2002,75.0,80.0,25.0,75.0
refused to say,53.0,2002,70.0,10.0,80.0,80.0
refused to say,53.0,2002,20.0,45.0,5.0,45.0
refused to say,49.0,2002,90.0,20.0,48.0,48.0
refused to say,22.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,99.0,99.0,50.0,50.0
refused to say,48.0,2002,60.0,65.0,32.0,55.0
refused to say,42.0,2002,60.0,50.0,50.0,50.0
refused to say,10.0,2002,80.0,97.0,97.0,75.0
refused to say,25.0,2002,70.0,70.0,80.0,75.0
refused to say,48.0,2002,5.0,80.0,30.0,20.0
refused to say,36.0,2002,50.0,50.0,40.0,45.0
refused to say,37.0,2002,75.0,98.0,0.0,98.0
refused to say,51.0,2002,30.0,30.0,97.0,97.0
refused to say,8.0,2002,40.0,40.0,50.0,60.0
refused to say,8.0,2002,50.0,50.0,30.0,50.0
refused to say,48.0,2002,75.0,75.0,75.0,75.0
refused to say,8.0,2002,10.0,90.0,5.0,20.0
refused to say,18.0,2002,50.0,80.0,50.0,50.0
refused to say,6.0,2002,75.0,45.0,60.0,80.0
refused to say,32.0,2002,50.0,50.0,20.0,50.0
refused to say,24.0,2002,60.0,60.0,50.0,60.0
refused to say,47.0,2002,70.0,60.0,50.0,50.0
refused to say,41.0,2002,50.0,50.0,40.0,70.0
refused to say,22.0,2002,45.0,45.0,0.0,98.0
refused to say,6.0,2002,10.0,10.0,10.0,1.0
refused to say,25.0,2002,45.0,65.0,65.0,50.0
refused to say,53.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,50.0,50.0,50.0,60.0
refused to say,26.0,2002,30.0,70.0,10.0,30.0
refused to say,47.0,2002,40.0,70.0,30.0,40.0
refused to say,42.0,2002,50.0,50.0,50.0,50.0
refused to say,42.0,2002,70.0,80.0,80.0,80.0
refused to say,45.0,2002,65.0,50.0,1.0,50.0
refused to say,4.0,2002,40.0,50.0,70.0,60.0
refused to say,45.0,2002,50.0,50.0,0.0,0.0
refused to say,56.0,2002,84.0,75.0,80.0,80.0
refused to say,12.0,2002,70.0,50.0,90.0,50.0
refused to say,37.0,2002,50.0,50.0,0.0,2.0
refused to say,17.0,2002,50.0,70.0,30.0,80.0
refused to say,1.0,2002,40.0,80.0,0.0,50.0
refused to say,35.0,2002,50.0,50.0,50.0,50.0
refused to say,4.0,2002,30.0,45.0,0.0,5.0
refused to say,1.0,2002,98.0,40.0,20.0,40.0
refused to say,17.0,2002,55.0,40.0,50.0,55.0
refused to say,55.0,2002,45.0,80.0,40.0,55.0
refused to say,31.0,2002,50.0,50.0,99.0,99.0
refused to say,6.0,2002,80.0,50.0,70.0,80.0
refused to say,37.0,2002,50.0,50.0,50.0,50.0
refused to say,37.0,2002,15.0,20.0,20.0,25.0
refused to say,17.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,51.0,49.0,75.0,40.0
refused to say,36.0,2002,70.0,40.0,60.0,50.0
refused to say,42.0,2002,50.0,50.0,50.0,50.0
refused to say,28.0,2002,50.0,50.0,10.0,50.0
refused to say,39.0,2002,90.0,97.0,75.0,97.0
refused to say,41.0,2002,50.0,50.0,50.0,50.0
refused to say,55.0,2002,60.0,50.0,50.0,50.0
refused to say,47.0,2002,50.0,65.0,30.0,30.0
refused to say,42.0,2002,21.0,30.0,50.0,14.0
refused to say,12.0,2002,99.0,99.0,80.0,75.0
refused to say,22.0,2002,80.0,80.0,0.0,80.0
refused to say,47.0,2002,10.0,80.0,98.0,50.0
refused to say,8.0,2002,50.0,50.0,98.0,98.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,17.0,2002,25.0,75.0,30.0,50.0
refused to say,13.0,2002,50.0,50.0,50.0,50.0
refused to say,34.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,99.0,99.0,99.0,98.0
refused to say,49.0,2002,49.0,50.0,97.0,50.0
refused to say,26.0,2002,50.0,30.0,80.0,75.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,37.0,2002,50.0,50.0,50.0,50.0
refused to say,16.0,2002,50.0,50.0,50.0,50.0
refused to say,36.0,2002,60.0,48.0,50.0,50.0
refused to say,4.0,2002,60.0,97.0,97.0,97.0
refused to say,17.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,75.0,75.0,80.0,85.0
refused to say,27.0,2002,60.0,60.0,60.0,70.0
refused to say,13.0,2002,90.0,90.0,90.0,90.0
refused to say,53.0,2002,60.0,30.0,50.0,70.0
refused to say,36.0,2002,50.0,50.0,50.0,50.0
