Year_of_Study,Age,Race,Education,Income_Group,State_Code_FIPS,State_Code,Voting_Preference,Urban,birth_year
1964,35,White non-Hispanic,High school,68 to 95 percentile,18,IN,Democrat,Suburban areas,1929
1964,64,White non-Hispanic,Grade school or less,17 to 33 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1900
1964,42,White non-Hispanic,High school,34 to 67 percentile,24,MD,Democrat,Suburban areas,1922
1964,33,White non-Hispanic,Some college,17 to 33 percentile,29,MO,Republican,"Rural, small towns, outlying and adjacent areas",1931
1964,62,White non-Hispanic,High school,0 to 16 percentile,29,MO,Republican,"Rural, small towns, outlying and adjacent areas",1902
1964,63,White non-Hispanic,Grade school or less,17 to 33 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1901
1964,30,White non-Hispanic,High school,68 to 95 percentile,6,CA,Democrat,Suburban areas,1934
1964,35,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,6,CA,Democrat,"Rural, small towns, outlying and adjacent areas",1929
1964,78,White non-Hispanic,High school,17 to 33 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1886
1964,22,White non-Hispanic,High school,34 to 67 percentile,12,FL,Democrat,Suburban areas,1942
1964,27,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1937
1964,59,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1905
1964,45,White non-Hispanic,High school,17 to 33 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1919
1964,81,White non-Hispanic,Grade school or less,0 to 16 percentile,29,MO,Republican,"Rural, small towns, outlying and adjacent areas",1883
1964,74,White non-Hispanic,Some college,0 to 16 percentile,37,NC,Democrat,"Rural, small towns, outlying and adjacent areas",1890
1964,48,White non-Hispanic,Grade school or less,34 to 67 percentile,37,NC,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1964,59,White non-Hispanic,Grade school or less,0 to 16 percentile,37,NC,Democrat,"Rural, small towns, outlying and adjacent areas",1905
1964,38,White non-Hispanic,Some college,34 to 67 percentile,17,IL,Democrat,"Rural, small towns, outlying and adjacent areas",1926
1964,60,White non-Hispanic,Grade school or less,0 to 16 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1904
1964,52,White non-Hispanic,High school,34 to 67 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1912
1964,58,White non-Hispanic,Some college,34 to 67 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1906
1964,72,White non-Hispanic,Grade school or less,0 to 16 percentile,12,FL,Republican,Suburban areas,1892
1964,45,White non-Hispanic,Grade school or less,17 to 33 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1919
1964,76,White non-Hispanic,High school,0 to 16 percentile,26,MI,Democrat,"Rural, small towns, outlying and adjacent areas",1888
1964,43,Black non-Hispanic,High school,17 to 33 percentile,26,MI,Democrat,Central cities,1921
1964,23,White non-Hispanic,High school,68 to 95 percentile,25,MA,Republican,Suburban areas,1941
1964,56,White non-Hispanic,High school,34 to 67 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1908
1964,48,White non-Hispanic,Grade school or less,34 to 67 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1964,69,White non-Hispanic,High school,17 to 33 percentile,42,PA,Democrat,Suburban areas,1895
1964,35,White non-Hispanic,High school,34 to 67 percentile,42,PA,Democrat,Suburban areas,1929
1964,30,White non-Hispanic,High school,34 to 67 percentile,26,MI,Democrat,"Rural, small towns, outlying and adjacent areas",1934
1964,25,White non-Hispanic,High school,34 to 67 percentile,6,CA,Republican,Central cities,1939
1964,70,White non-Hispanic,College or advanced degree,17 to 33 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1894
1964,75,White non-Hispanic,High school,0 to 16 percentile,26,MI,Democrat,Central cities,1889
1964,48,White non-Hispanic,High school,68 to 95 percentile,25,MA,Democrat,Suburban areas,1916
1964,27,White non-Hispanic,High school,34 to 67 percentile,25,MA,Democrat,Central cities,1937
1964,55,White non-Hispanic,High school,34 to 67 percentile,25,MA,Democrat,Central cities,1909
1964,43,White non-Hispanic,High school,68 to 95 percentile,36,NY,Republican,Central cities,1921
1964,54,White non-Hispanic,High school,0 to 16 percentile,17,IL,Democrat,"Rural, small towns, outlying and adjacent areas",1910
1964,59,White non-Hispanic,Grade school or less,17 to 33 percentile,26,MI,Democrat,Central cities,1905
1964,31,White non-Hispanic,High school,68 to 95 percentile,25,MA,Democrat,Central cities,1933
1964,41,Non-white and non-black,High school,68 to 95 percentile,6,CA,Republican,Central cities,1923
1964,52,White non-Hispanic,High school,34 to 67 percentile,26,MI,Democrat,Central cities,1912
1964,35,White non-Hispanic,Some college,96 to 100 percentile,26,MI,Democrat,Central cities,1929
1964,75,White non-Hispanic,Grade school or less,0 to 16 percentile,17,IL,Republican,Suburban areas,1889
1964,60,White non-Hispanic,Grade school or less,0 to 16 percentile,53,WA,Democrat,"Rural, small towns, outlying and adjacent areas",1904
1964,26,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1938
1964,51,Black non-Hispanic,High school,0 to 16 percentile,1,AL,Democrat,Suburban areas,1913
1964,42,White non-Hispanic,Some college,68 to 95 percentile,1,AL,Republican,Central cities,1922
1964,35,White non-Hispanic,High school,34 to 67 percentile,27,MN,Democrat,Suburban areas,1929
1964,57,Black non-Hispanic,Some college,68 to 95 percentile,11,DC,Democrat,Central cities,1907
1964,59,White non-Hispanic,Grade school or less,68 to 95 percentile,34,NJ,Republican,Suburban areas,1905
1964,32,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,Suburban areas,1932
1964,45,White non-Hispanic,College or advanced degree,68 to 95 percentile,17,IL,Republican,Suburban areas,1919
1964,26,White non-Hispanic,High school,34 to 67 percentile,24,MD,Republican,Suburban areas,1938
1964,59,White non-Hispanic,High school,34 to 67 percentile,36,NY,Republican,Central cities,1905
1964,29,White non-Hispanic,Some college,68 to 95 percentile,6,CA,Republican,Central cities,1935
1964,66,White non-Hispanic,Some college,0 to 16 percentile,26,MI,Republican,Suburban areas,1898
1964,47,Black non-Hispanic,High school,0 to 16 percentile,40,OK,Democrat,Suburban areas,1917
1964,37,White non-Hispanic,High school,68 to 95 percentile,51,VA,Republican,Central cities,1927
1964,42,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,42,PA,Democrat,Central cities,1922
1964,46,White non-Hispanic,High school,34 to 67 percentile,26,MI,Democrat,Central cities,1918
1964,49,White non-Hispanic,High school,96 to 100 percentile,11,DC,Republican,Central cities,1915
1964,38,White non-Hispanic,Some college,68 to 95 percentile,11,DC,Democrat,Central cities,1926
1964,37,White non-Hispanic,High school,68 to 95 percentile,26,MI,Democrat,Suburban areas,1927
1964,76,White non-Hispanic,High school,34 to 67 percentile,25,MA,Republican,Suburban areas,1888
1964,72,White non-Hispanic,College or advanced degree,17 to 33 percentile,40,OK,Republican,Central cities,1892
1964,21,White non-Hispanic,Some college,17 to 33 percentile,48,TX,Republican,Suburban areas,1943
1964,55,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,48,TX,Democrat,Central cities,1909
1964,57,Black non-Hispanic,Grade school or less,0 to 16 percentile,29,MO,Democrat,"Rural, small towns, outlying and adjacent areas",1907
1964,38,White non-Hispanic,High school,34 to 67 percentile,12,FL,Democrat,"Rural, small towns, outlying and adjacent areas",1926
1964,44,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,6,CA,Republican,Suburban areas,1920
1964,42,White non-Hispanic,High school,68 to 95 percentile,6,CA,Democrat,Suburban areas,1922
1964,30,Black non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,Central cities,1934
1964,24,Black non-Hispanic,High school,17 to 33 percentile,36,NY,Democrat,Central cities,1940
1964,47,White non-Hispanic,Some college,96 to 100 percentile,51,VA,Republican,Suburban areas,1917
1964,22,White non-Hispanic,High school,34 to 67 percentile,51,VA,Democrat,"Rural, small towns, outlying and adjacent areas",1942
1964,42,White non-Hispanic,High school,34 to 67 percentile,6,CA,Democrat,"Rural, small towns, outlying and adjacent areas",1922
1964,43,White non-Hispanic,High school,68 to 95 percentile,36,NY,Democrat,Suburban areas,1921
1964,37,White non-Hispanic,Grade school or less,34 to 67 percentile,36,NY,Democrat,Suburban areas,1927
1964,50,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,Suburban areas,1914
1964,65,White non-Hispanic,High school,0 to 16 percentile,18,IN,Democrat,"Rural, small towns, outlying and adjacent areas",1899
1964,46,White non-Hispanic,High school,17 to 33 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1918
1964,55,White non-Hispanic,High school,68 to 95 percentile,8,CO,Republican,"Rural, small towns, outlying and adjacent areas",1909
1964,33,White non-Hispanic,High school,17 to 33 percentile,39,OH,Republican,"Rural, small towns, outlying and adjacent areas",1931
1964,45,White non-Hispanic,Some college,68 to 95 percentile,53,WA,Democrat,Central cities,1919
1964,60,White non-Hispanic,Grade school or less,0 to 16 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1904
1964,48,White non-Hispanic,Some college,68 to 95 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1964,40,White non-Hispanic,DK; NA,DK; NA; refused to answer; no Pre IW,48,TX,Democrat,Central cities,1924
1964,22,White non-Hispanic,Some college,96 to 100 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1942
1964,57,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,12,FL,Republican,Suburban areas,1907
1964,58,White non-Hispanic,Grade school or less,0 to 16 percentile,37,NC,Democrat,"Rural, small towns, outlying and adjacent areas",1906
1964,42,White non-Hispanic,Some college,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1922
1964,80,White non-Hispanic,Grade school or less,0 to 16 percentile,53,WA,Democrat,"Rural, small towns, outlying and adjacent areas",1884
1964,75,White non-Hispanic,High school,0 to 16 percentile,49,UT,Democrat,Central cities,1889
1964,35,Black non-Hispanic,Some college,34 to 67 percentile,36,NY,Democrat,Central cities,1929
1964,46,White non-Hispanic,Grade school or less,17 to 33 percentile,34,NJ,Republican,Suburban areas,1918
1964,77,White non-Hispanic,High school,0 to 16 percentile,6,CA,Republican,Suburban areas,1887
1964,29,White non-Hispanic,High school,34 to 67 percentile,39,OH,Democrat,Central cities,1935
1964,30,Black non-Hispanic,High school,0 to 16 percentile,17,IL,Democrat,Central cities,1934
1964,63,White non-Hispanic,Grade school or less,34 to 67 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1901
1964,51,White non-Hispanic,High school,17 to 33 percentile,51,VA,Republican,"Rural, small towns, outlying and adjacent areas",1913
1964,40,White non-Hispanic,High school,68 to 95 percentile,51,VA,Democrat,"Rural, small towns, outlying and adjacent areas",1924
1964,36,White non-Hispanic,Grade school or less,34 to 67 percentile,21,KY,Republican,"Rural, small towns, outlying and adjacent areas",1928
1964,38,White non-Hispanic,High school,34 to 67 percentile,21,KY,Democrat,"Rural, small towns, outlying and adjacent areas",1926
1964,77,White non-Hispanic,Grade school or less,0 to 16 percentile,21,KY,Democrat,"Rural, small towns, outlying and adjacent areas",1887
1964,45,White non-Hispanic,High school,34 to 67 percentile,21,KY,Republican,"Rural, small towns, outlying and adjacent areas",1919
1964,40,White non-Hispanic,College or advanced degree,34 to 67 percentile,8,CO,Republican,"Rural, small towns, outlying and adjacent areas",1924
1964,41,Black non-Hispanic,Some college,68 to 95 percentile,21,KY,Democrat,Central cities,1923
1964,38,Black non-Hispanic,Grade school or less,34 to 67 percentile,13,GA,Democrat,Central cities,1926
1964,48,White non-Hispanic,College or advanced degree,68 to 95 percentile,29,MO,Republican,Suburban areas,1916
1964,27,Black non-Hispanic,High school,0 to 16 percentile,42,PA,Democrat,Central cities,1937
1964,47,White non-Hispanic,High school,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1917
1964,38,White non-Hispanic,High school,68 to 95 percentile,36,NY,Democrat,Central cities,1926
1964,28,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Democrat,Central cities,1936
1964,40,White non-Hispanic,Grade school or less,34 to 67 percentile,6,CA,Democrat,"Rural, small towns, outlying and adjacent areas",1924
1964,47,Black non-Hispanic,Grade school or less,17 to 33 percentile,39,OH,Democrat,Central cities,1917
1964,38,Black non-Hispanic,High school,0 to 16 percentile,1,AL,Democrat,Central cities,1926
1964,51,White non-Hispanic,High school,68 to 95 percentile,46,SD,Republican,Central cities,1913
1964,40,White non-Hispanic,High school,68 to 95 percentile,39,OH,Democrat,"Rural, small towns, outlying and adjacent areas",1924
1964,50,White non-Hispanic,Some college,68 to 95 percentile,17,IL,Democrat,Suburban areas,1914
1964,54,White non-Hispanic,High school,34 to 67 percentile,17,IL,Democrat,Central cities,1910
1964,37,White non-Hispanic,High school,68 to 95 percentile,53,WA,Democrat,"Rural, small towns, outlying and adjacent areas",1927
1964,62,White non-Hispanic,Grade school or less,0 to 16 percentile,5,AR,Republican,Central cities,1902
1964,66,Black non-Hispanic,Grade school or less,0 to 16 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1898
1964,27,Black non-Hispanic,High school,34 to 67 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1937
1964,34,White non-Hispanic,High school,17 to 33 percentile,42,PA,Republican,"Rural, small towns, outlying and adjacent areas",1930
1964,43,White non-Hispanic,High school,34 to 67 percentile,53,WA,Republican,"Rural, small towns, outlying and adjacent areas",1921
1964,41,White non-Hispanic,High school,34 to 67 percentile,21,KY,Republican,Suburban areas,1923
1964,23,White non-Hispanic,High school,34 to 67 percentile,27,MN,Democrat,Suburban areas,1941
1964,43,White non-Hispanic,High school,68 to 95 percentile,26,MI,Democrat,Central cities,1921
1964,35,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Democrat,Suburban areas,1929
1964,64,White non-Hispanic,High school,0 to 16 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1900
1964,61,White non-Hispanic,College or advanced degree,96 to 100 percentile,36,NY,Republican,Central cities,1903
1964,65,White non-Hispanic,Grade school or less,DK; NA; refused to answer; no Pre IW,36,NY,Democrat,Central cities,1899
1964,52,White non-Hispanic,High school,68 to 95 percentile,36,NY,Republican,Central cities,1912
1964,52,White non-Hispanic,High school,68 to 95 percentile,34,NJ,Republican,Suburban areas,1912
1964,37,White non-Hispanic,Some college,68 to 95 percentile,6,CA,Republican,Suburban areas,1927
1964,33,White non-Hispanic,High school,68 to 95 percentile,26,MI,Democrat,Suburban areas,1931
1964,56,White non-Hispanic,High school,34 to 67 percentile,26,MI,Democrat,Suburban areas,1908
1964,25,White non-Hispanic,High school,34 to 67 percentile,26,MI,Democrat,Suburban areas,1939
1964,56,Black non-Hispanic,Grade school or less,0 to 16 percentile,17,IL,Democrat,Central cities,1908
1964,43,White non-Hispanic,High school,68 to 95 percentile,25,MA,Democrat,Central cities,1921
1964,54,White non-Hispanic,High school,34 to 67 percentile,25,MA,Democrat,Central cities,1910
1964,40,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Republican,"Rural, small towns, outlying and adjacent areas",1924
1964,79,White non-Hispanic,Some college,68 to 95 percentile,49,UT,Democrat,Central cities,1885
1964,85,White non-Hispanic,High school,0 to 16 percentile,39,OH,Democrat,Suburban areas,1879
1964,56,White non-Hispanic,Some college,68 to 95 percentile,46,SD,Republican,Central cities,1908
1964,55,White non-Hispanic,College or advanced degree,34 to 67 percentile,46,SD,Republican,Central cities,1909
1964,39,White non-Hispanic,Some college,96 to 100 percentile,34,NJ,Democrat,Suburban areas,1925
1964,35,Black non-Hispanic,Some college,68 to 95 percentile,18,IN,Democrat,Central cities,1929
1964,77,White non-Hispanic,High school,0 to 16 percentile,18,IN,Republican,Central cities,1887
1964,22,White non-Hispanic,High school,17 to 33 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1942
1964,41,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1923
1964,68,White non-Hispanic,High school,68 to 95 percentile,42,PA,Republican,Suburban areas,1896
1964,69,White non-Hispanic,High school,96 to 100 percentile,42,PA,Republican,Central cities,1895
1964,79,White non-Hispanic,Grade school or less,0 to 16 percentile,39,OH,Republican,"Rural, small towns, outlying and adjacent areas",1885
1964,49,White non-Hispanic,College or advanced degree,96 to 100 percentile,21,KY,Democrat,Central cities,1915
1964,24,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Republican,Suburban areas,1940
1964,69,White non-Hispanic,Grade school or less,0 to 16 percentile,29,MO,Republican,Central cities,1895
1964,55,White non-Hispanic,Grade school or less,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1909
1964,35,Black non-Hispanic,Some college,34 to 67 percentile,42,PA,Democrat,Central cities,1929
1964,37,White non-Hispanic,College or advanced degree,96 to 100 percentile,36,NY,Democrat,Suburban areas,1927
1964,57,White non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,36,NY,Democrat,Suburban areas,1907
1964,52,White non-Hispanic,High school,68 to 95 percentile,36,NY,Democrat,Central cities,1912
1964,73,White non-Hispanic,High school,17 to 33 percentile,34,NJ,Republican,Suburban areas,1891
1964,59,White non-Hispanic,High school,68 to 95 percentile,6,CA,Republican,Suburban areas,1905
1964,23,White non-Hispanic,High school,34 to 67 percentile,6,CA,Republican,Central cities,1941
1964,24,White non-Hispanic,Some college,68 to 95 percentile,39,OH,Republican,Central cities,1940
1964,40,White non-Hispanic,College or advanced degree,68 to 95 percentile,24,MD,Republican,Suburban areas,1924
1964,34,White non-Hispanic,High school,96 to 100 percentile,39,OH,Democrat,Central cities,1930
1964,25,White non-Hispanic,High school,34 to 67 percentile,18,IN,Republican,"Rural, small towns, outlying and adjacent areas",1939
1964,24,Black non-Hispanic,College or advanced degree,17 to 33 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1940
1964,69,White non-Hispanic,High school,17 to 33 percentile,49,UT,Democrat,Central cities,1895
1964,45,White non-Hispanic,High school,68 to 95 percentile,51,VA,Democrat,Suburban areas,1919
1964,49,White non-Hispanic,High school,17 to 33 percentile,6,CA,Democrat,"Rural, small towns, outlying and adjacent areas",1915
1964,30,White non-Hispanic,College or advanced degree,68 to 95 percentile,12,FL,Republican,Central cities,1934
1964,30,White non-Hispanic,Grade school or less,17 to 33 percentile,21,KY,Democrat,"Rural, small towns, outlying and adjacent areas",1934
1964,35,White non-Hispanic,College or advanced degree,68 to 95 percentile,39,OH,Republican,Suburban areas,1929
1964,68,White non-Hispanic,High school,0 to 16 percentile,17,IL,Republican,"Rural, small towns, outlying and adjacent areas",1896
1964,39,White non-Hispanic,High school,17 to 33 percentile,17,IL,Democrat,"Rural, small towns, outlying and adjacent areas",1925
1964,42,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,41,OR,Democrat,Suburban areas,1922
1964,56,White non-Hispanic,College or advanced degree,68 to 95 percentile,41,OR,Democrat,Central cities,1908
1964,63,White non-Hispanic,Grade school or less,17 to 33 percentile,31,NE,Democrat,"Rural, small towns, outlying and adjacent areas",1901
1964,53,White non-Hispanic,College or advanced degree,17 to 33 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1911
1964,46,Black non-Hispanic,Grade school or less,0 to 16 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1918
1964,36,White non-Hispanic,College or advanced degree,68 to 95 percentile,49,UT,Republican,Central cities,1928
1964,74,Black non-Hispanic,Grade school or less,0 to 16 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1890
1964,41,Black non-Hispanic,Grade school or less,DK; NA; refused to answer; no Pre IW,17,IL,Democrat,Central cities,1923
1964,66,White non-Hispanic,Grade school or less,0 to 16 percentile,21,KY,Republican,"Rural, small towns, outlying and adjacent areas",1898
1964,31,White non-Hispanic,College or advanced degree,68 to 95 percentile,13,GA,Republican,Suburban areas,1933
1964,36,White non-Hispanic,High school,68 to 95 percentile,17,IL,Democrat,Suburban areas,1928
1964,44,White non-Hispanic,High school,68 to 95 percentile,29,MO,Democrat,Suburban areas,1920
1964,37,White non-Hispanic,College or advanced degree,96 to 100 percentile,42,PA,Democrat,Central cities,1927
1964,65,White non-Hispanic,Grade school or less,0 to 16 percentile,36,NY,Democrat,Central cities,1899
1964,39,White non-Hispanic,College or advanced degree,34 to 67 percentile,36,NY,Republican,Central cities,1925
1964,41,White non-Hispanic,Grade school or less,68 to 95 percentile,6,CA,Democrat,Suburban areas,1923
1964,59,White non-Hispanic,Grade school or less,34 to 67 percentile,6,CA,Democrat,Suburban areas,1905
1964,24,White non-Hispanic,Some college,68 to 95 percentile,6,CA,Republican,Suburban areas,1940
1964,57,White non-Hispanic,Some college,34 to 67 percentile,6,CA,Democrat,Central cities,1907
1964,28,White non-Hispanic,Grade school or less,17 to 33 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1936
1964,53,White non-Hispanic,High school,34 to 67 percentile,45,SC,Republican,Suburban areas,1911
1964,39,White non-Hispanic,High school,17 to 33 percentile,51,VA,Democrat,"Rural, small towns, outlying and adjacent areas",1925
1964,55,White non-Hispanic,High school,17 to 33 percentile,5,AR,Democrat,"Rural, small towns, outlying and adjacent areas",1909
1964,28,White non-Hispanic,High school,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1936
1964,59,White non-Hispanic,Grade school or less,17 to 33 percentile,46,SD,Democrat,Central cities,1905
1964,25,White non-Hispanic,High school,68 to 95 percentile,39,OH,Democrat,"Rural, small towns, outlying and adjacent areas",1939
1964,46,White non-Hispanic,College or advanced degree,96 to 100 percentile,18,IN,Republican,Suburban areas,1918
1964,65,White non-Hispanic,Some college,17 to 33 percentile,55,WI,Republican,"Rural, small towns, outlying and adjacent areas",1899
1964,46,White non-Hispanic,Grade school or less,68 to 95 percentile,27,MN,Democrat,Suburban areas,1918
1964,22,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Democrat,Suburban areas,1942
1964,80,White non-Hispanic,High school,0 to 16 percentile,19,IA,Democrat,Central cities,1884
1964,59,White non-Hispanic,High school,17 to 33 percentile,39,OH,Democrat,"Rural, small towns, outlying and adjacent areas",1905
1964,46,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Republican,Suburban areas,1918
1964,56,White non-Hispanic,High school,68 to 95 percentile,9,CT,Democrat,Central cities,1908
1964,60,White non-Hispanic,College or advanced degree,34 to 67 percentile,27,MN,Republican,Suburban areas,1904
1964,70,White non-Hispanic,Grade school or less,17 to 33 percentile,36,NY,Democrat,Central cities,1894
1964,41,White non-Hispanic,High school,68 to 95 percentile,17,IL,Republican,Central cities,1923
1964,47,Black non-Hispanic,High school,17 to 33 percentile,29,MO,Democrat,Central cities,1917
1964,34,White non-Hispanic,High school,34 to 67 percentile,25,MA,Democrat,Suburban areas,1930
1964,30,White non-Hispanic,Grade school or less,34 to 67 percentile,25,MA,Democrat,Suburban areas,1934
1964,64,Black non-Hispanic,Grade school or less,0 to 16 percentile,42,PA,Democrat,Central cities,1900
1964,57,White non-Hispanic,Some college,68 to 95 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1907
1964,26,White non-Hispanic,Some college,68 to 95 percentile,55,WI,Republican,"Rural, small towns, outlying and adjacent areas",1938
1964,43,White non-Hispanic,Some college,68 to 95 percentile,12,FL,Democrat,Suburban areas,1921
1964,39,White non-Hispanic,High school,68 to 95 percentile,6,CA,Republican,Suburban areas,1925
1964,30,White non-Hispanic,High school,68 to 95 percentile,53,WA,Democrat,Suburban areas,1934
1964,48,White non-Hispanic,Grade school or less,0 to 16 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1964,39,White non-Hispanic,Some college,68 to 95 percentile,27,MN,Democrat,Suburban areas,1925
1964,70,White non-Hispanic,High school,17 to 33 percentile,27,MN,Republican,Central cities,1894
1964,49,White non-Hispanic,Grade school or less,17 to 33 percentile,31,NE,Democrat,"Rural, small towns, outlying and adjacent areas",1915
1964,54,White non-Hispanic,High school,17 to 33 percentile,48,TX,Republican,"Rural, small towns, outlying and adjacent areas",1910
1964,52,White non-Hispanic,Some college,17 to 33 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1912
1964,40,White non-Hispanic,High school,34 to 67 percentile,19,IA,Democrat,"Rural, small towns, outlying and adjacent areas",1924
1964,33,Black non-Hispanic,High school,68 to 95 percentile,34,NJ,Democrat,Central cities,1931
1964,52,White non-Hispanic,High school,34 to 67 percentile,23,ME,Democrat,"Rural, small towns, outlying and adjacent areas",1912
1964,36,White non-Hispanic,High school,68 to 95 percentile,6,CA,Republican,"Rural, small towns, outlying and adjacent areas",1928
1964,61,White non-Hispanic,Grade school or less,17 to 33 percentile,42,PA,Democrat,"Rural, small towns, outlying and adjacent areas",1903
1964,70,White non-Hispanic,Grade school or less,17 to 33 percentile,51,VA,Republican,"Rural, small towns, outlying and adjacent areas",1894
1964,24,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,36,NY,Democrat,Suburban areas,1940
1964,41,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Republican,Suburban areas,1923
1964,26,White non-Hispanic,Some college,96 to 100 percentile,18,IN,Republican,"Rural, small towns, outlying and adjacent areas",1938
1964,93,White non-Hispanic,High school,17 to 33 percentile,18,IN,Republican,"Rural, small towns, outlying and adjacent areas",1871
1964,48,White non-Hispanic,High school,17 to 33 percentile,31,NE,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1964,56,White non-Hispanic,High school,34 to 67 percentile,31,NE,Democrat,"Rural, small towns, outlying and adjacent areas",1908
1964,50,White non-Hispanic,Grade school or less,34 to 67 percentile,19,IA,Democrat,Central cities,1914
1964,68,White non-Hispanic,Grade school or less,17 to 33 percentile,29,MO,Democrat,"Rural, small towns, outlying and adjacent areas",1896
1964,52,White non-Hispanic,High school,68 to 95 percentile,24,MD,Democrat,Suburban areas,1912
1964,36,White non-Hispanic,College or advanced degree,0 to 16 percentile,36,NY,Democrat,Central cities,1928
1964,29,White non-Hispanic,Some college,34 to 67 percentile,36,NY,Democrat,Central cities,1935
1964,29,White non-Hispanic,High school,68 to 95 percentile,6,CA,Democrat,Suburban areas,1935
1964,37,White non-Hispanic,High school,96 to 100 percentile,53,WA,Democrat,"Rural, small towns, outlying and adjacent areas",1927
1964,40,White non-Hispanic,High school,68 to 95 percentile,6,CA,Republican,"Rural, small towns, outlying and adjacent areas",1924
1964,40,White non-Hispanic,High school,68 to 95 percentile,46,SD,Republican,Central cities,1924
1964,32,White non-Hispanic,High school,68 to 95 percentile,46,SD,Democrat,Central cities,1932
1964,51,White non-Hispanic,High school,34 to 67 percentile,46,SD,Democrat,Central cities,1913
1964,23,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Democrat,Central cities,1941
1964,47,White non-Hispanic,Grade school or less,34 to 67 percentile,39,OH,Republican,Suburban areas,1917
1964,45,White non-Hispanic,High school,68 to 95 percentile,34,NJ,Democrat,Suburban areas,1919
1964,31,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,Central cities,1933
1964,37,White non-Hispanic,College or advanced degree,68 to 95 percentile,17,IL,Republican,Suburban areas,1927
1964,57,White non-Hispanic,Grade school or less,17 to 33 percentile,37,NC,Republican,"Rural, small towns, outlying and adjacent areas",1907
1964,27,White non-Hispanic,High school,17 to 33 percentile,37,NC,Democrat,"Rural, small towns, outlying and adjacent areas",1937
